FILENAME,SAMPLINGRATE,BIT,DURATION,CHANNELS,INDEX,MAX_FREQ,DB_THRESHOLD,FREQ_STEPS,LEFT_CHANNEL,RIGHT_CHANNEL
20210520_050000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.697183,NA 
20210520_051000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,2.078976,NA 
20210520_052000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,2.079298,NA 
20210520_053000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,2.079424,NA 
20210520_054000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,2.079395,NA 
20210520_055000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,2.076365,NA 
20210520_060000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,2.078664,NA 
20210520_061000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,2.064605,NA 
20210520_062000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,2.079423,NA 
20210520_063000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,2.079427,NA 
20210520_064000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,2.079361,NA 
20210520_065000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,2.07937,NA 
20210520_070000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,2.079399,NA 
20210520_071000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,2.079278,NA 
20210520_072000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,2.07943,NA 
20210520_073000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,2.079433,NA 
20210520_074000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,2.079428,NA 
20210520_075000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,2.060855,NA 
20210520_080000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,2.079344,NA 
20210520_081000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,2.078068,NA 
20210520_082000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,2.07669,NA 
20210520_083000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,2.062904,NA 
20210520_084000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,2.032994,NA 
20210520_085000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.937684,NA 
20210520_090000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,2.033429,NA 
20210520_091000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.72874,NA 
20210520_092000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.791176,NA 
20210520_093000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,2.050161,NA 
20210520_094000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,2.075683,NA 
20210520_095000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,2.079196,NA 
20210520_100000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.312033,NA 
20210520_101000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,2.077217,NA 
20210520_102000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.932462,NA 
20210520_103000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.486526,NA 
20210520_104000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.450201,NA 
20210520_105000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,2.057059,NA 
20210520_110000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,2.023908,NA 
20210520_111000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,0.72214,NA 
20210520_112000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.928782,NA 
20210520_113000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.765032,NA 
20210520_114000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,0.977189,NA 
20210520_115000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,0.694451,NA 
20210520_120000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.433854,NA 
20210520_121000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,0.176943,NA 
20210520_122000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,2.024358,NA 
20210520_123000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.192773,NA 
20210520_124000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,0.592385,NA 
20210520_125000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.433407,NA 
20210521_050000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.425939,NA 
20210521_051000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.861628,NA 
20210521_052000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.472762,NA 
20210521_053000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.292109,NA 
20210521_054000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.111971,NA 
20210521_055000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.387362,NA 
20210521_060000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.462709,NA 
20210521_061000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.15275,NA 
20210521_062000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.25403,NA 
20210521_063000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.347588,NA 
20210521_064000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.148271,NA 
20210521_065000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.411186,NA 
20210521_070000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.094707,NA 
20210521_071000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.233341,NA 
20210521_072000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,0.989912,NA 
20210521_073000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.230493,NA 
20210521_074000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.27099,NA 
20210521_075000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.014401,NA 
20210521_080000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,0.671238,NA 
20210521_081000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.503024,NA 
20210521_082000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.038891,NA 
20210521_083000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,0.92935,NA 
20210521_084000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,0.926017,NA 
20210521_085000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,0.953509,NA 
20210521_090000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.003319,NA 
20210521_091000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.506699,NA 
20210521_092000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.278902,NA 
20210521_093000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.117636,NA 
20210521_094000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.017027,NA 
20210521_095000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.962163,NA 
20210521_100000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,0.765155,NA 
20210521_101000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,0.646376,NA 
20210521_102000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,0.903809,NA 
20210521_103000.WAV,48000,16,120,1,acoustic_diversity,8000,-,1000,1.227813,NA 
